it global_time dt rho W_vel1 ye eps press cs2 temp ent leaktau1 leaktau2 leaktau3 chi1 chi2 chi3 zeta1 zeta2 zeta3 alp psi beta1 X1
     135  2.11013916E+02  1.60239199E+00   3.68141066E-09 -5.60125217E-06  4.46446927E-01  1.88271512E-03  2.50258403E-12  8.91562052E-04  6.90765809E-01  1.06068896E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95366030E-01  1.00232288E+00 -5.50132802E-09 -2.78641195E-09
     149  2.32915366E+02  1.60219680E+00   3.67821351E-09 -5.48545890E-06  4.46446904E-01  1.88212402E-03  2.49972866E-12  8.91328192E-04  6.90630337E-01  1.06068533E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95365739E-01  1.00232303E+00 -5.51138912E-09 -2.79150669E-09
     163  2.54816587E+02  1.60202513E+00   3.67509563E-09 -5.28331480E-06  4.46446882E-01  1.88154738E-03  2.49694496E-12  8.91099984E-04  6.90498401E-01  1.06068203E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95365448E-01  1.00232317E+00 -5.52185335E-09 -2.79680677E-09
     177  2.76717626E+02  1.60187614E+00   3.67206965E-09 -5.13534305E-06  4.46446860E-01  1.88098731E-03  2.49424393E-12  8.90878314E-04  6.90370339E-01  1.06067876E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95365156E-01  1.00232332E+00 -5.53271787E-09 -2.80231074E-09
     191  2.98618556E+02  1.60174913E+00   3.66911848E-09 -5.06403098E-06  4.46446840E-01  1.88044091E-03  2.49161046E-12  8.90661994E-04  6.90245612E-01  1.06067581E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95364864E-01  1.00232347E+00 -5.54397056E-09 -2.80801243E-09
     205  3.20519421E+02  1.60164295E+00   3.66623416E-09 -4.93165352E-06  4.46446821E-01  1.87990701E-03  2.48903762E-12  8.90450506E-04  6.90124085E-01  1.06067355E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95364571E-01  1.00232361E+00 -5.55560265E-09 -2.81390737E-09
     219  3.42420289E+02  1.60155795E+00   3.66343087E-09 -4.73330288E-06  4.46446803E-01  1.87938803E-03  2.48653784E-12  8.90244857E-04  6.90006181E-01  1.06067167E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95364277E-01  1.00232376E+00 -5.56760413E-09 -2.81999047E-09
     233  3.64321203E+02  1.08187139E+00   3.66071177E-09 -4.57798096E-06  4.46446786E-01  1.87888485E-03  2.48411408E-12  8.90045344E-04  6.89892233E-01  1.06067053E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95363983E-01  1.00232391E+00 -5.57997149E-09 -2.82625992E-09
     247  3.85703245E+02  1.60145063E+00   3.65812918E-09 -4.47421077E-06  4.46446770E-01  1.87840607E-03  2.48181203E-12  8.89855598E-04  6.89783576E-01  1.06066865E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95363696E-01  1.00232405E+00 -5.59238842E-09 -2.83255534E-09
     260  4.06003416E+02  1.60143295E+00   3.65572425E-09 -4.38442441E-06  4.46446756E-01  1.87796319E-03  2.47967135E-12  8.89679439E-04  6.89684872E-01  1.06067124E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95361823E-01  1.00232500E+00 -5.60548856E-09 -2.83921170E-09
     273  4.26303587E+02  1.60144091E+00   3.65341983E-09 -4.26779768E-06  4.46446743E-01  1.87753326E-03  2.47761625E-12  8.89509458E-04  6.89586213E-01  1.06066650E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95363148E-01  1.00232433E+00 -5.61687452E-09 -2.84497201E-09
     286  4.46603758E+02  1.60143605E+00   3.65114689E-09 -4.14960656E-06  4.46446730E-01  1.87711585E-03  2.47559508E-12  8.89343085E-04  6.89494170E-01  1.06067108E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95361275E-01  1.00232527E+00 -5.63058858E-09 -2.85194109E-09
     299  4.66903928E+02  1.60167926E+00   3.64897551E-09 -4.01574240E-06  4.46446717E-01  1.87670950E-03  2.47365866E-12  8.89182559E-04  6.89400589E-01  1.06066547E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95362597E-01  1.00232460E+00 -5.64251169E-09 -2.85797500E-09
     312  4.87204099E+02  1.60150230E+00   3.64683507E-09 -3.85117667E-06  4.46446705E-01  1.87631449E-03  2.47175475E-12  8.89025390E-04  6.89312744E-01  1.06066768E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95360723E-01  1.00232555E+00 -5.65681568E-09 -2.86524457E-09
     325  5.07504270E+02  1.60222502E+00   3.64479335E-09 -3.80290110E-06  4.46446694E-01  1.87593123E-03  2.46993394E-12  8.88874116E-04  6.89224153E-01  1.06066130E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95362044E-01  1.00232488E+00 -5.66925227E-09 -2.87154003E-09
     339  5.29406075E+02  1.60261776E+00   3.64262182E-09 -3.62250273E-06  4.46446683E-01  1.87552821E-03  2.46800151E-12  8.88714103E-04  6.89133598E-01  1.06066096E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95361745E-01  1.00232503E+00 -5.68412745E-09 -2.87908689E-09
     352  5.49707564E+02  1.60173164E+00   3.64067575E-09 -3.59092610E-06  4.46446672E-01  1.87517086E-03  2.46627319E-12  8.88571433E-04  6.89055513E-01  1.06066605E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95359869E-01  1.00232598E+00 -5.69930653E-09 -2.88680221E-09
     366  5.71609946E+02  1.60184436E+00   3.63866755E-09 -3.40766157E-06  4.46446662E-01  1.87479777E-03  2.46448666E-12  8.88423289E-04  6.88971762E-01  1.06066568E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95359569E-01  1.00232613E+00 -5.71478319E-09 -2.89465545E-09
     379  5.91910568E+02  1.60371519E+00   3.63688915E-09 -3.27388471E-06  4.46446653E-01  1.87446330E-03  2.46290167E-12  8.88291235E-04  6.88894585E-01  1.06066002E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95360886E-01  1.00232546E+00 -5.72824828E-09 -2.90147476E-09
     392  6.12211240E+02  1.60210590E+00   3.63515021E-09 -3.11616936E-06  4.46446644E-01  1.87414293E-03  2.46135749E-12  8.88163428E-04  6.88824337E-01  1.06066369E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95359009E-01  1.00232641E+00 -5.74423229E-09 -2.90960013E-09
     405  6.32511889E+02  1.60440481E+00   3.63349280E-09 -3.01251696E-06  4.46446636E-01  1.87383240E-03  2.45988188E-12  8.88040533E-04  6.88753513E-01  1.06066032E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95360323E-01  1.00232575E+00 -5.75815947E-09 -2.91665479E-09
     418  6.52812578E+02  1.60242185E+00   3.63186098E-09 -2.97925983E-06  4.46446628E-01  1.87353347E-03  2.45843475E-12  8.87920883E-04  6.88689080E-01  1.06066637E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95358447E-01  1.00232669E+00 -5.77462494E-09 -2.92502542E-09
     431  6.73113253E+02  1.60507833E+00   3.63032718E-09 -2.84058489E-06  4.46446620E-01  1.87324560E-03  2.45706931E-12  8.87806998E-04  6.88623329E-01  1.06066286E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95359758E-01  1.00232603E+00 -5.78899800E-09 -2.93230719E-09
     444  6.93413956E+02  1.60279700E+00   3.62884016E-09 -2.66912446E-06  4.46446613E-01  1.87297262E-03  2.45575061E-12  8.87697796E-04  6.88564324E-01  1.06066783E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95357881E-01  1.00232698E+00 -5.80591964E-09 -2.94091021E-09
     457  7.13714652E+02  1.60573279E+00   3.62745252E-09 -2.49769024E-06  4.46446606E-01  1.87271248E-03  2.45451596E-12  8.87594777E-04  6.88505204E-01  1.06066528E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95359190E-01  1.00232632E+00 -5.82071440E-09 -2.94840675E-09
     470  7.34015372E+02  1.60322953E+00   3.62608653E-09 -2.43823836E-06  4.46446600E-01  1.87246325E-03  2.45330621E-12  8.87494730E-04  6.88452302E-01  1.06067213E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95357313E-01  1.00232726E+00 -5.83806794E-09 -2.95722981E-09
     483  7.54316089E+02  1.60637010E+00   3.62479859E-09 -2.37542717E-06  4.46446594E-01  1.87222059E-03  2.45215967E-12  8.87398829E-04  6.88396625E-01  1.06066832E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95358619E-01  1.00232660E+00 -5.85325606E-09 -2.96492669E-09
     496  7.74616826E+02  1.60371606E+00   3.62354494E-09 -2.30199434E-06  4.46446588E-01  1.87199078E-03  2.45104890E-12  8.87306756E-04  6.88347362E-01  1.06067334E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95356741E-01  1.00232755E+00 -5.87103350E-09 -2.97396571E-09
     509  7.94917564E+02  1.60699179E+00   3.62239692E-09 -2.06301893E-06  4.46446582E-01  1.87177406E-03  2.45002688E-12  8.87221155E-04  6.88297507E-01  1.06066952E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95358045E-01  1.00232689E+00 -5.88658641E-09 -2.98184838E-09
     522  8.15218317E+02  1.60425722E+00   3.62128769E-09 -1.99423320E-06  4.46446577E-01  1.87157081E-03  2.44904441E-12  8.87139677E-04  6.88254073E-01  1.06067422E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95356166E-01  1.00232784E+00 -5.90477479E-09 -2.99109677E-09
     535  8.35519090E+02  1.60759738E+00   3.62020238E-09 -1.88741045E-06  4.46446572E-01  1.87136512E-03  2.44807783E-12  8.87058563E-04  6.88206415E-01  1.06066967E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95357467E-01  1.00232718E+00 -5.92066193E-09 -2.99914965E-09
     548  8.55819893E+02  1.60490718E+00   3.61925223E-09 -1.87453511E-06  4.46446567E-01  1.87119244E-03  2.44723759E-12  8.86989033E-04  6.88170356E-01  1.06067571E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95355588E-01  1.00232813E+00 -5.93924082E-09 -3.00859702E-09
     561  8.76120749E+02  1.60818645E+00   3.61829455E-09 -1.66835371E-06  4.46446562E-01  1.87101299E-03  2.44638651E-12  8.86917850E-04  6.88129938E-01  1.06067458E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95356886E-01  1.00232747E+00 -5.95542626E-09 -3.01680182E-09
     574  8.96421628E+02  1.60573228E+00   3.61747291E-09 -1.57772251E-06  4.46446556E-01  1.87086401E-03  2.44566034E-12  8.86857776E-04  6.88099080E-01  1.06068037E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95355006E-01  1.00232842E+00 -5.97437270E-09 -3.02643646E-09
     587  9.16722552E+02  1.60875942E+00   3.61671356E-09 -5.22552942E-07  4.46446551E-01  1.87071766E-03  2.44498243E-12  8.86800496E-04  6.88063980E-01  1.06067404E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95356302E-01  1.00232777E+00 -5.99082700E-09 -3.03477819E-09
     600  9.37023437E+02  1.60663400E+00   3.61587529E-09 -2.51470543E-06  4.46446546E-01  1.87056524E-03  2.44424137E-12  8.86739106E-04  6.88032220E-01  1.06067946E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95354421E-01  1.00232872E+00 -6.01013389E-09 -3.04459650E-09
     613  9.57324346E+02  1.60930865E+00   3.61525340E-09 -1.01679104E-06  4.46446541E-01  1.87044624E-03  2.44368694E-12  8.86692358E-04  6.88004165E-01  1.06067550E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95355714E-01  1.00232806E+00 -6.02683428E-09 -3.05306356E-09
     626  9.77625207E+02  1.60752162E+00   3.61456049E-09 -1.05401103E-06  4.46446537E-01  1.87031989E-03  2.44307421E-12  8.86641531E-04  6.87977669E-01  1.06067954E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95353832E-01  1.00232901E+00 -6.04650125E-09 -3.06306534E-09
     639  9.97926087E+02  1.60984171E+00   3.61404700E-09 -1.26861811E-06  4.46446540E-01  1.87022024E-03  2.44261541E-12  8.86602648E-04  6.87953418E-01  1.06067436E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95355123E-01  1.00232836E+00 -6.06340966E-09 -3.07163833E-09
     653  1.01822697E+03  1.61011375E+00   3.61362235E-09 -4.80671224E-07  4.46446543E-01  1.87014149E-03  2.44223889E-12  8.86571231E-04  6.87936153E-01  1.06067504E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95354826E-01  1.00232851E+00 -6.08190254E-09 -3.08103024E-09
     666  1.03852781E+03  1.60881630E+00   3.61304053E-09 -5.07734625E-07  4.46446547E-01  1.87003687E-03  2.44172565E-12  8.86528844E-04  6.87915009E-01  1.06068042E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95352942E-01  1.00232946E+00 -6.10206727E-09 -3.09128568E-09
     679  1.05882868E+03  1.61062420E+00   3.61266325E-09 -1.10761507E-06  4.46446550E-01  1.86996523E-03  2.44138987E-12  8.86500590E-04  6.87898408E-01  1.06067878E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95354229E-01  1.00232881E+00 -6.11927477E-09 -3.10001096E-09
     692  1.07912950E+03  1.60965998E+00   3.61239953E-09 -2.13477822E-07  4.46446554E-01  1.86991942E-03  2.44115852E-12  8.86481702E-04  6.87890043E-01  1.06068339E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95352344E-01  1.00232976E+00 -6.13973895E-09 -3.11041903E-09
     705  1.09943035E+03  1.61110991E+00   3.61216407E-09 -7.13952905E-07  4.46446557E-01  1.86987060E-03  2.44094572E-12  8.86463237E-04  6.87876548E-01  1.06067681E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95353629E-01  1.00232911E+00 -6.15712202E-09 -3.11923369E-09
     718  1.11973115E+03  1.61048830E+00   3.61193231E-09 -2.70801400E-08  4.46446560E-01  1.86983189E-03  2.44074365E-12  8.86446949E-04  6.87870374E-01  1.06068295E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95351742E-01  1.00233006E+00 -6.17783860E-09 -3.12977042E-09
     731  1.14003198E+03  1.61158809E+00   3.61181258E-09 -2.65787445E-07  4.46446564E-01  1.86980666E-03  2.44063513E-12  8.86437480E-04  6.87863201E-01  1.06067906E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95353024E-01  1.00232941E+00 -6.19540306E-09 -3.13867742E-09
     744  1.16033277E+03  1.61129603E+00   3.61174303E-09 -6.52595453E-08  4.46446567E-01  1.86979747E-03  2.44057641E-12  8.86433084E-04  6.87863180E-01  1.06068416E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95351137E-01  1.00233037E+00 -6.21634622E-09 -3.14932968E-09
     757  1.18063351E+03  1.61194228E+00   3.61167268E-09 -2.25752438E-07  4.46446570E-01  1.86978223E-03  2.44051232E-12  8.86427436E-04  6.87858634E-01  1.06068129E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95352416E-01  1.00232972E+00 -6.23407383E-09 -3.15831971E-09
     771  1.20254429E+03  1.61169883E+00   3.61181465E-09  1.42794669E-07  4.46446574E-01  1.86980775E-03  2.44063753E-12  8.86437784E-04  6.87863751E-01  1.06067993E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95352087E-01  1.00232989E+00 -6.25509667E-09 -3.16899823E-09
     785  1.22445488E+03  1.61144917E+00   3.61187832E-09  1.76520325E-07  4.46446577E-01  1.86981979E-03  2.44069415E-12  8.86442546E-04  6.87866484E-01  1.06068010E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95351756E-01  1.00233005E+00 -6.27621335E-09 -3.17972455E-09
     799  1.24636413E+03  1.61119440E+00   3.61208456E-09  2.90376712E-07  4.46446581E-01  1.86985841E-03  2.44087727E-12  8.86457888E-04  6.87875106E-01  1.06068022E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95351424E-01  1.00233022E+00 -6.29741770E-09 -3.19049554E-09
     813  1.26827354E+03  1.61093429E+00   3.61229417E-09  5.82467924E-07  4.46446585E-01  1.86989832E-03  2.44106391E-12  8.86473615E-04  6.87884376E-01  1.06068124E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95351091E-01  1.00233039E+00 -6.31870964E-09 -3.20131117E-09
     827  1.29018128E+03  1.61066865E+00   3.61270852E-09  1.07753160E-06  4.46446588E-01  1.86997624E-03  2.44143209E-12  8.86504499E-04  6.87901977E-01  1.06068195E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95350756E-01  1.00233055E+00 -6.34007446E-09 -3.21216393E-09
     841  1.31208948E+03  1.61040484E+00   3.61315512E-09  1.01126364E-06  4.46446592E-01  1.87006145E-03  2.44182991E-12  8.86538033E-04  6.87921894E-01  1.06068439E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.95350421E-01  1.00233072E+00 -6.36150120E-09 -3.22304825E-09
